name,overview,author,date,changed_file,additions,deletions
spring_boot,first commit,philwebb,"Oct 21, 2012",1 ,0 ,0 
spring_boot,Fast forward existing prototype work,dsyer,"Apr 24, 2013",294 ,"23,494 ",0 
spring_boot,[bs-14] Ensure all servlet context initializers are called,dsyer,"Apr 24, 2013",2 ,28 ,14 
spring_boot,[bs-59] Add zip packaging for cli module,dsyer,"Apr 24, 2013",8 ,164 ,15 
spring_boot,[bs-62] Add integration tests for CLI samples,dsyer,"Apr 24, 2013",14 ,265 ,33 
spring_boot,Improve readability of SpringBootstrapCompilerAutoConfiguration,dsyer,"Apr 25, 2013",1 ,5 ,5 
spring_boot,"[bs-71] ""spring run app.groovy"" stalls at end (non-daemon thread)",dsyer,"Apr 25, 2013",3 ,10 ,7 
spring_boot,[bs-72] Add Batch compiler by default,dsyer,"Apr 25, 2013",4 ,98 ,2 
spring_boot,Remove unnecessary explicit FQCN,dsyer,"Apr 25, 2013",1 ,2 ,2 
spring_boot,Fix help and extend clean command,dsyer,"Apr 25, 2013",2 ,50 ,9 
spring_boot,[bs-73] Anonymous classes cannot be used in,dsyer,"Apr 25, 2013",6 ,81 ,32 
spring_boot,[bs-73] Tweak algorithm for detecting anonymous classes,dsyer,"Apr 25, 2013",1 ,2 ,1 
spring_boot,[bs-19] Add samples and CLI support for Spring Integration,dsyer,"Apr 25, 2013",18 ,475 ,4 
spring_boot,"[bs-72], [bs-75] Add Batch plugin features",dsyer,"Apr 26, 2013",8 ,195 ,54 
spring_boot,[bs-62] Add assertions to CLI integration tests,dsyer,"Apr 26, 2013",2 ,49 ,19 
spring_boot,[bs-47] Add default command line args to SpringApplication,dsyer,"Apr 26, 2013",2 ,100 ,3 
spring_boot,[bs-73] Tweak configuration class detection algorithm some more,dsyer,"Apr 26, 2013",2 ,7 ,2 
spring_boot,Add test for custom context initializer,dsyer,"Apr 26, 2013",1 ,21 ,0 
spring_boot,[bs-73] Tweak algorithm for detecting anonymous classes,dsyer,"Apr 26, 2013",5 ,48 ,9 
spring_boot,[bs-19] Medley of changes supporting integration apps,dsyer,"Apr 29, 2013",21 ,206 ,121 
spring_boot,[bs-78] Add port=0 option to switch off main servlet container,dsyer,"Apr 29, 2013",5 ,56 ,7 
spring_boot,Remove old groovy script code,dsyer,"Apr 29, 2013",23 ,0 ,"1,246 "
spring_boot,[bs-24] Support multi-file compile from command line,dsyer,"Apr 29, 2013",7 ,118 ,45 
spring_boot,[bs-29] Support for XML configuration in groovy apps,dsyer,"Apr 29, 2013",5 ,52 ,10 
spring_boot,Move context initializers into subpackage,dsyer,"Apr 29, 2013",5 ,8 ,6 
spring_boot,[bs-28] Add /shutdown endpoint to service apps,dsyer,"Apr 30, 2013",8 ,160 ,5 
spring_boot,Fix service integration tests,dsyer,"Apr 30, 2013",1 ,5 ,1 
spring_boot,[bs-80] Add configurable / switchable web request trace logging (head…,dsyer,"Apr 30, 2013",20 ,652 ,97 
spring_boot,Fix ordering snafu with container properties and shutdown,dsyer,"Apr 30, 2013",1 ,8 ,3 
spring_boot,More ordering issues in service apps,dsyer,"Apr 30, 2013",7 ,173 ,23 
spring_boot,"[bs-83] Rename ""container"" -&gt; ""server""",dsyer,"May 1, 2013",20 ,303 ,110 
spring_boot,[bs-35] Add,dsyer,"May 1, 2013",3 ,230 ,0 
spring_boot,Remove runComponents from SpringApplication,dsyer,"May 1, 2013",2 ,2 ,23 
spring_boot,[bs-55] Add strategy for setting system exit code,dsyer,"May 1, 2013",11 ,399 ,11 
spring_boot,[bs-35] Add validation for EndpointsProperties,dsyer,"May 1, 2013",3 ,89 ,7 
spring_boot,[bs-22] Move,dsyer,"May 1, 2013",11 ,151 ,23 
spring_boot,[bs-84] Add basic getting started guide to service project,dsyer,"May 1, 2013",4 ,252 ,1 
spring_boot,Fix confusing sentence in README,dsyer,"May 1, 2013",1 ,13 ,11 
spring_boot,Add java docs to SpringApplication.main,dsyer,"May 2, 2013",1 ,9 ,0 
spring_boot,[bs-87] Add /dump endpoint,dsyer,"May 2, 2013",2 ,17 ,0 
spring_boot,[bs-15] Add audit abstraction and sensible opinionated defaults,dsyer,"May 2, 2013",7 ,375 ,0 
spring_boot,[bs-15] Integrate audit abstraction into Spring Security setup,dsyer,"May 2, 2013",20 ,344 ,67 
spring_boot,[bs-92] Add simple main wrapper for SpringApplication,dsyer,"May 2, 2013",14 ,200 ,57 
spring_boot,[bs-89] Allow user to plugin validator for,dsyer,"May 2, 2013",5 ,57 ,8 
spring_boot,Update README for application properties,dsyer,"May 2, 2013",1 ,136 ,2 
spring_boot,[bs-94] Add database initializer if schema.sql detected,dsyer,"May 2, 2013",5 ,220 ,15 
spring_boot,Use Resource[] for database initialization,dsyer,"May 3, 2013",1 ,13 ,13 
spring_boot,Beef up README a bit,dsyer,"May 3, 2013",1 ,114 ,48 
spring_boot,[bs-93] Add /info endpoint with git properties etc.,dsyer,"May 3, 2013",8 ,293 ,19 
spring_boot,Changes to applications poms:,dsyer,"May 3, 2013",4 ,54 ,1 
spring_boot,[bs-96] Switch off m2e errors about /eclipse path,dsyer,"May 7, 2013",24 ,7 ,48 
spring_boot,"[bs-52] ensure ""mvn exec:java"" works in trad web sample",dsyer,"May 7, 2013",4 ,84 ,79 
spring_boot,[bs-98] Add tomcat JDBC to parent pom,dsyer,"May 7, 2013",1 ,5 ,0 
spring_boot,[bs-98] Add MySQL data source to service sample,dsyer,"May 7, 2013",2 ,65 ,0 
spring_boot,Add @CopmonentScan to default imports in CLI,dsyer,"May 7, 2013",1 ,1 ,0 
spring_boot,Fix scope of bootstrap core dependency,dsyer,"May 8, 2013",1 ,0 ,1 
spring_boot,"[bs-86] New name for ""applications"" - ""starters""",dsyer,"May 8, 2013",7 ,25 ,25 
spring_boot,"[bs-85] New name for production-ready features = ""actuator""",dsyer,"May 8, 2013",71 ,7 ,7 
spring_boot,Add bootstrap profile with repositories,dsyer,"May 8, 2013",2 ,75 ,9 
spring_boot,Add deployment metadata,dsyer,"May 8, 2013",1 ,44 ,3 
spring_boot,Bump version to 0.5.0.BUILD-SNAPSHOT,dsyer,"May 8, 2013",21 ,57 ,93 
spring_boot,Add mvn deployment gumf,dsyer,"May 8, 2013",4 ,12 ,13 
spring_boot,[bs-85] Move round and rename some actuator packages,dsyer,"May 8, 2013",54 ,114 ,108 
spring_boot,Fix wrong version in starters parent pom,dsyer,"May 8, 2013",1 ,1 ,1 
spring_boot,[bs-97] Support adding management endpoints to a different network,dsyer,"May 8, 2013",13 ,313 ,69 
spring_boot,Move orphaned test case,dsyer,"May 8, 2013",1 ,0 ,54 
spring_boot,Use HttpStatus in ErrorPage,dsyer,"May 8, 2013",9 ,110 ,607 
spring_boot,Add UTF-8 encoding configuration to spring-bootstrap-starters POM,dsyer,"May 8, 2013",1 ,2 ,0 
spring_boot,Polish JavaDoc,philwebb,"May 8, 2013",7 ,27 ,7 
spring_boot,Example pom.xml Javadoc config for Java 8,philwebb,"May 8, 2013",1 ,5 ,0 
spring_boot,Use commons-logging for bootstrap dependencies,philwebb,"May 8, 2013",2 ,0 ,16 
spring_boot,Update m2e eclipse plugin for Kepler,philwebb,"May 8, 2013",1 ,0 ,0 
spring_boot,Update JavaLoggerConfigurer to use AC ClassLoader,philwebb,"May 8, 2013",4 ,117 ,82 
spring_boot,Fix broken ServerPropertiesTests on OSX,philwebb,"May 8, 2013",1 ,2 ,3 
spring_boot,Minor Javadoc polish,philwebb,"May 8, 2013",3 ,3 ,3 
spring_boot,Refactor to work with Spring 4.0,philwebb,"May 8, 2013",16 ,114 ,19 
spring_boot,Update hardcoded bootstrap references to 0.5.0,philwebb,"May 8, 2013",2 ,2 ,2 
spring_boot,Polish calling of ExitCodeGenerators,philwebb,"May 8, 2013",1 ,37 ,27 
spring_boot,Include jcl-over-slf4j with autoconfigure,philwebb,"May 8, 2013",1 ,4 ,2 
spring_boot,Use Spring 4.0 now that bootstrap branch is merged,philwebb,"May 9, 2013",1 ,1 ,1 
spring_boot,[bs-18] Unhack direct field access,philwebb,"May 9, 2013",1 ,8 ,20 
spring_boot,Add real dependencies to starter projects,dsyer,"May 9, 2013",3 ,40 ,4 
spring_boot,Restore README for Actuator,dsyer,"May 9, 2013",1 ,382 ,0 
spring_boot,Make management.port default to server.port,dsyer,"May 9, 2013",2 ,4 ,2 
spring_boot,[bs-108] Feature documentation: just a list and brief description,dsyer,"May 9, 2013",1 ,311 ,0 
spring_boot,[bs-111] Extract trace logging from Security config,dsyer,"May 9, 2013",8 ,174 ,247 
spring_boot,[bs-111] Extract TraceFilterConfiguration into separate file,dsyer,"May 9, 2013",5 ,76 ,34 
spring_boot,Skip deployment for samples,dsyer,"May 9, 2013",1 ,9 ,0 
spring_boot,[bs-85] Change name of groovy sample script,dsyer,"May 9, 2013",2 ,2 ,2 
spring_boot,[bs-108] Feature documentation: just a list and brief description,dsyer,"May 9, 2013",1 ,56 ,2 
spring_boot,Remove dependency on slf4j for core jars,dsyer,"May 9, 2013",3 ,25 ,1 
spring_boot,Re-instate README,dsyer,"May 9, 2013",1 ,177 ,0 
spring_boot,[bs-113] Remove dependency on slf4j for core jars,dsyer,"May 9, 2013",6 ,62 ,26 
spring_boot,Fix missing version for spring-core,dsyer,"May 9, 2013",1 ,1 ,0 
spring_boot,Fix samples to include integration as a submodule,dsyer,"May 9, 2013",2 ,4 ,3 
spring_boot,Fix ordering problem with validator being null,dsyer,"May 10, 2013",1 ,7 ,3 
spring_boot,Fix bug introduced by Spring,dsyer,"May 10, 2013",4 ,50 ,6 
spring_boot,More fixes for,dsyer,"May 10, 2013",2 ,45 ,3 
spring_boot,Fix integration sample (no web dependencies),dsyer,"May 10, 2013",3 ,74 ,32 
spring_boot,[bs-115] Add EmbeddedServletContainerCustomizer as a callback,dsyer,"May 10, 2013",16 ,494 ,93 
spring_boot,Add brief description of resource filtering,dsyer,"May 12, 2013",1 ,31 ,1 
spring_boot,[bs-53] Aid for users debugging auto-configuration failures,dsyer,"May 13, 2013",5 ,54 ,2 
spring_boot,Add service wrappers as main theme,dsyer,"May 13, 2013",1 ,10 ,1 
spring_boot,[bs-53] Fix class loading problem with Log in a Condition,dsyer,"May 13, 2013",1 ,2 ,3 
spring_boot,"[bs-118], [bs-119]: add UI builder features",dsyer,"May 15, 2013",49 ,"12,042 ",93 
spring_boot,"[bs-107] Remove ""z"" suffix from management endpoints",dsyer,"May 15, 2013",27 ,50 ,49 
spring_boot,Add some dependencies to starters,dsyer,"May 16, 2013",4 ,6 ,3 
spring_boot,[bs-124] Add tests for @ConditionalOnBean,dsyer,"May 16, 2013",6 ,243 ,10 
spring_boot,[bs-22] Add tests for JPA auto configuration,dsyer,"May 16, 2013",10 ,307 ,119 
spring_boot,Tweak dependency versions,dsyer,"May 16, 2013",2 ,2 ,4 
spring_boot,Add some dependencies,dsyer,"May 17, 2013",2 ,42 ,1 
spring_boot,Rename LoggingInitializer to be consistent with others,dsyer,"May 17, 2013",3 ,225 ,4 
spring_boot,[bs-98] Add support for Tomcat database pool,dsyer,"May 17, 2013",16 ,762 ,347 
spring_boot,Add logging to BasicDataSourceConfiguration,dsyer,"May 17, 2013",2 ,16 ,0 
spring_boot,Re-order spring.factories so vanilla JPA users get component scan det…,dsyer,"May 17, 2013",7 ,38 ,19 
spring_boot,Fix data sample (needed an enum for spring.jpa.ddl_auto),dsyer,"May 17, 2013",2 ,15 ,3 
spring_boot,Allow mvn launch and shade plugin of UI sample,dsyer,"May 17, 2013",2 ,12 ,1 
spring_boot,Remove dependency-reduced-pom.xml,dsyer,"May 17, 2013",4 ,2 ,323 
spring_boot,Add favicon.ico,dsyer,"May 17, 2013",3 ,32 ,0 
spring_boot,Improve logging for,dsyer,"May 17, 2013",13 ,200 ,32 
spring_boot,[bs-51] Add support for h2 and Derby embedded database,dsyer,"May 17, 2013",3 ,64 ,18 
spring_boot,Fix missing trailing / in resource paths,dsyer,"May 18, 2013",1 ,2 ,2 
spring_boot,[bs-127] Add DataSourceTransactionManager if no others are in use,dsyer,"May 18, 2013",7 ,234 ,65 
spring_boot,Updates for Security snapshots,dsyer,"May 18, 2013",1 ,6 ,13 
spring_boot,[bs-122] Support for Spring Data DomainClassConverter,dsyer,"May 18, 2013",3 ,73 ,0 
spring_boot,Switch favicon.ico value,dsyer,"May 18, 2013",1 ,0 ,0 
spring_boot,[bs-76] Implement plugin model for cli support,dsyer,"May 18, 2013",2 ,15 ,15 
spring_boot,[bs-22] Add test for Batch auto config,dsyer,"May 21, 2013",2 ,159 ,0 
spring_boot,[bs-22] Add tests for Yaml processing,dsyer,"May 21, 2013",7 ,355 ,63 
spring_boot,[bs-22] Add tests for OnResourceCondition,dsyer,"May 21, 2013",2 ,69 ,2 
spring_boot,[bs-22] Add tests for variour,dsyer,"May 21, 2013",6 ,288 ,3 
spring_boot,[bs-131] Use MapPropertySource instead of SimpleCommandLinePropertySo…,dsyer,"May 21, 2013",2 ,26 ,24 
spring_boot,[bs-120] Support for groovy templates,dsyer,"May 21, 2013",7 ,105 ,0 
spring_boot,[bs-134] CLI app cannot resolve snapshot jars,dsyer,"May 22, 2013",4 ,24 ,21 
spring_boot,[bs-133] Move ServerProperties to spring-bootstrap core,dsyer,"May 22, 2013",13 ,204 ,131 
spring_boot,[bs-130] Prevent double registration,dsyer,"May 22, 2013",5 ,158 ,10 
spring_boot,[bs-132] Actuator should use delegating version of MVC support,dsyer,"May 22, 2013",3 ,8 ,3 
spring_boot,Update for Spring Security snapshot,dsyer,"May 23, 2013",1 ,6 ,5 
spring_boot,[bs-22] Add loads of actuator tests,dsyer,"May 23, 2013",25 ,782 ,105 
spring_boot,[bs-107] Finish off varz-&gt;metrics,dsyer,"May 23, 2013",11 ,65 ,28 
spring_boot,[bs-129] Split up SecurityConfiguration and makes bits of it optional,dsyer,"May 24, 2013",10 ,193 ,23 
spring_boot,Fix bug in test,dsyer,"May 24, 2013",1 ,3 ,2 
spring_boot,[bs-136] Add 'spring run --local ...',dsyer,"May 24, 2013",4 ,20 ,2 
spring_boot,Packaging: ensure executable bit is set,dsyer,"May 24, 2013",1 ,1 ,0 
spring_boot,"[bs-137] ""spring help"" prints ""Unexpected error"" (when it isn't)",dsyer,"May 24, 2013",2 ,3 ,3 
spring_boot,Fixed name of annotation and a typo in the code.,gregturn,"May 28, 2013",4 ,5 ,5 
spring_boot,Merge pull request,philwebb,"May 28, 2013",4 ,5 ,5 
spring_boot,[bs-135] Plugin model for spring commands,dsyer,"May 28, 2013",21 ,833 ,397 
spring_boot,[bs-135] Remove support for option commands,dsyer,"May 28, 2013",8 ,35 ,119 
spring_boot,[bs-135] Simplify Command interface a bit more,dsyer,"May 28, 2013",8 ,78 ,44 
spring_boot,[bs-135] Add support for closure-style options declarations,dsyer,"May 28, 2013",11 ,305 ,43 
spring_boot,[bs-61] Allow non-default servlets and filters to be registered,dsyer,"May 29, 2013",5 ,119 ,26 
spring_boot,[bs-22] Add more unit tests,dsyer,"May 29, 2013",11 ,234 ,9 
spring_boot,[bs-138] Add @OnManagementContext for management beans,dsyer,"May 30, 2013",21 ,756 ,133 
spring_boot,Add test for,dsyer,"May 30, 2013",1 ,50 ,14 
spring_boot,[bs-142] Add @AssertMissingBean,dsyer,"May 30, 2013",5 ,206 ,12 
spring_boot,[bs-140] Extract framework-provided,dsyer,"May 31, 2013",3 ,29 ,8 
spring_boot,[bs-144] Make EmbedddedContainerConfiguration an import selector,dsyer,"May 31, 2013",2 ,106 ,5 
spring_boot,[bs-143] Add LiveBeansView to Actuator app on /beans,dsyer,"May 31, 2013",5 ,121 ,1 
spring_boot,Make sure ThymeleafAutoConfiguration works if imported directly,dsyer,"May 31, 2013",6 ,73 ,3 
spring_boot,Polish,philwebb,"May 31, 2013",175 ,"1,040 ",286 
spring_boot,[bs-141] Add Bootstrap WebApplicationInitializer got traditional wars,dsyer,"Jun 1, 2013",3 ,63 ,0 
spring_boot,[bs-52] Add configuration for trad sample running as war,dsyer,"Jun 2, 2013",3 ,51 ,10 
spring_boot,[bs-52] Allow war files to run in place,philwebb,"Jun 2, 2013",4 ,52 ,8 
spring_boot,[bs-36] Add Tomcat/Jett MVC integration tests,philwebb,"Jun 2, 2013",2 ,171 ,0 
spring_boot,Use ResourceLoader from condition context if avilable,dsyer,"Jun 3, 2013",1 ,4 ,2 
spring_boot,"[bs-138] Add categories (secure,open) to EndpointsProperties",dsyer,"Jun 3, 2013",2 ,21 ,1 
spring_boot,[bs-52] Allow war files to run in place,philwebb,"Jun 4, 2013",1 ,31 ,1 
spring_boot,Tweaks to config file intializer,dsyer,"Jun 4, 2013",1 ,3 ,3 
spring_boot,"[bs-17], [bs-146] Add some ApplicationContextInitializers",dsyer,"Jun 4, 2013",15 ,813 ,4 
spring_boot,Some javadocs,dsyer,"Jun 5, 2013",3 ,17 ,0 
spring_boot,Revert to Spring 4.0.0.M1,dsyer,"Jun 5, 2013",1 ,1 ,1 
spring_boot,[bs-138] Make it easy to secure only the management endpoints,dsyer,"Jun 6, 2013",12 ,244 ,46 
spring_boot,Updates for Spring Security snapshots,dsyer,"Jun 7, 2013",1 ,1 ,24 
spring_boot,[bs-138] Add explicit,dsyer,"Jun 7, 2013",1 ,41 ,0 
spring_boot,[bs-150] Add HTML error page to Actuator UI apps,dsyer,"Jun 7, 2013",3 ,66 ,3 
spring_boot,[bs-148] Add /env endpoint for Spring Environment,dsyer,"Jun 7, 2013",5 ,157 ,2 
spring_boot,Add global properties for versions,dsyer,"Jun 7, 2013",1 ,7 ,5 
spring_boot,[bs-52] Added support for SpringApplication in a ServletContextInitia…,dsyer,"Jun 11, 2013",4 ,105 ,63 
spring_boot,Add tomcat starter and tweak spring CLI,dsyer,"Jun 12, 2013",4 ,56 ,17 
spring_boot,Fix for Security snapshots,dsyer,"Jun 12, 2013",1 ,4 ,6 
spring_boot,Obtain ServletContextInitializer beans later,philwebb,"Jun 12, 2013",2 ,10 ,20 
spring_boot,Polish pom.xml,philwebb,"Jun 12, 2013",21 ,561 ,402 
spring_boot,Use Spring 4.0 snapshot,philwebb,"Jun 12, 2013",1 ,1 ,1 
spring_boot,Update On(Missing)Bean Condition logic,philwebb,"Jun 12, 2013",4 ,148 ,28 
spring_boot,Support ordering of auto-configuration classes,philwebb,"Jun 12, 2013",5 ,345 ,8 
spring_boot,Always store,philwebb,"Jun 12, 2013",3 ,98 ,5 
spring_boot,Polish and Fixup,philwebb,"Jun 12, 2013",42 ,748 ,390 
spring_boot,Numerous changes to actuator,philwebb,"Jun 12, 2013",121 ,"3,423 ","2,399 "
spring_boot,Use SpringZero Banner,philwebb,"Jun 12, 2013",1 ,6 ,6 
spring_boot,Add Jackson 2 to web starter,philwebb,"Jun 12, 2013",1 ,4 ,0 
spring_boot,Add security starter pom,philwebb,"Jun 13, 2013",2 ,29 ,0 
spring_boot,Use available Converters for,dsyer,"Jun 13, 2013",1 ,29 ,2 
spring_boot,Add cacheable switch to Thymeleaf template resolver,dsyer,"Jun 13, 2013",1 ,4 ,0 
spring_boot,Fix compile dependency on commons-logging,Gonçalo Silva and Scott Andrews,"Jun 14, 2013",2 ,37 ,1 
spring_boot,Add some security managed dependencies,dsyer,"Jun 14, 2013",2 ,14 ,0 
spring_boot,[BS-157] Add MultipartConfig support,gregturn,"Jun 15, 2013",5 ,308 ,6 
spring_boot,Remove some try/catch blocks from test methods,dsyer,"Jun 15, 2013",2 ,63 ,84 
spring_boot,Polish,philwebb,"Jun 17, 2013",4 ,77 ,68 
spring_boot,[BS-157] Fix misnamed method,gregturn,"Jun 17, 2013",9 ,23 ,23 
spring_boot,Merge pull request,philwebb,"Jun 17, 2013",9 ,23 ,23 
spring_boot,Tune expected exceptions to support more platforms,gregturn,"Jun 18, 2013",2 ,7 ,6 
spring_boot,Merge pull request,philwebb,"Jun 18, 2013",2 ,7 ,6 
spring_boot,Minor tweaks to code formatting,philwebb,"Jun 18, 2013",1 ,1 ,1 
spring_boot,Develop bootstrap maven plugin,philwebb,"Jun 20, 2013",19 ,"1,283 ",0 
spring_boot,Migrate to bootstrap maven plugin,philwebb,"Jun 20, 2013",9 ,43 ,93 
spring_boot,Add MultipartAutoConfigure to spring.factories,gregturn,"Jun 20, 2013",2 ,10 ,4 
spring_boot,Merge pull request,philwebb,"Jun 20, 2013",2 ,10 ,4 
spring_boot,Add setup profile,philwebb,"Jun 21, 2013",5 ,123 ,110 
spring_boot,Add test for Spring integration tests,dsyer,"Jul 1, 2013",2 ,65 ,0 
spring_boot,Fixes for Security snapshot changes,dsyer,"Jul 1, 2013",5 ,22 ,13 
spring_boot,Add specific plexus-utils dependency,philwebb,"Jul 1, 2013",1 ,5 ,0 
spring_boot,Support reading entries without trailing '/',philwebb,"Jul 5, 2013",2 ,13 ,2 
spring_boot,Don't consider system ClassLoader in Tomcat,philwebb,"Jul 5, 2013",2 ,66 ,3 
spring_boot,Revert strange looking DataSource chamge,dsyer,"Jul 5, 2013",5 ,38 ,8 
spring_boot,Read artifact descriptor before resolve,philwebb,"Jul 5, 2013",1 ,20 ,8 
spring_boot,Make logging config come after config file,dsyer,"Jul 8, 2013",1 ,1 ,1 
spring_boot,Restructure projects layout,philwebb,"Jul 8, 2013",544 ,"1,705 ","1,573 "
spring_boot,Source formatting and clean-up,philwebb,"Jul 8, 2013",9 ,21 ,8 
spring_boot,Restructure 'bootstrap' to use 'zero',philwebb,"Jul 8, 2013",443 ,"1,361 ","1,774 "
spring_boot,Polish Javadoc,philwebb,"Jul 8, 2013",1 ,1 ,5 
spring_boot,Move @AssertMissingBean to tests,philwebb,"Jul 8, 2013",4 ,44 ,15 
spring_boot,Minor change to code formatting,philwebb,"Jul 8, 2013",84 ,391 ,214 
spring_boot,Restructure packages,philwebb,"Jul 8, 2013",90 ,205 ,196 
spring_boot,Remove tangles from core + minor polish,philwebb,"Jul 8, 2013",10 ,173 ,137 
spring_boot,Restructure autoconfigure project,philwebb,"Jul 8, 2013",47 ,54 ,57 
spring_boot,Remove servet/filter class tangle,philwebb,"Jul 8, 2013",4 ,14 ,86 
spring_boot,Protect against malformed logging.config,philwebb,"Jul 9, 2013",2 ,33 ,1 
spring_boot,Increase integration test timeout,philwebb,"Jul 9, 2013",1 ,1 ,1 
spring_boot,"Revert """,philwebb,"Jul 9, 2013",2 ,0 ,6 
spring_boot,Further attempt to fix CI log test failures,philwebb,"Jul 9, 2013",3 ,20 ,15 
spring_boot,Fix intergration tests spelling,dsyer,"Jul 9, 2013",5 ,30 ,22 
spring_boot,Add plugin repos to bootstrap profile,dsyer,"Jul 9, 2013",1 ,18 ,0 
spring_boot,Revert accidentally changed logging.properties,philwebb,"Jul 9, 2013",1 ,0 ,2 
spring_boot,Support running executable-jars exploded,philwebb,"Jul 9, 2013",27 ,"1,465 ",172 
spring_boot,Add useful stuff back to startes parent pom,dsyer,"Jul 10, 2013",1 ,167 ,0 
spring_boot,[bs-173] Upgrade Thymeleaf layout dialect,dsyer,"Jul 10, 2013",5 ,9 ,8 
spring_boot,Tweak EmbeddedServletContainerCustomizer javadoc,philwebb,"Jul 10, 2013",2 ,9 ,6 
spring_boot,[bs-194] Restore udev in maven,dsyer,"Jul 10, 2013",2 ,3 ,3 
spring_boot,Relax logging tests for CI,philwebb,"Jul 10, 2013",1 ,0 ,1 
spring_boot,Fix updated thymeleaf dep,philwebb,"Jul 10, 2013",1 ,1 ,1 
spring_boot,Clean grapes before tests,philwebb,"Jul 10, 2013",2 ,13 ,2 
spring_boot,Fix null in help output,philwebb,"Jul 10, 2013",1 ,1 ,1 
spring_boot,Remove --help command,philwebb,"Jul 10, 2013",3 ,8 ,23 
spring_boot,Upgrade various dependency versions,philwebb,"Jul 10, 2013",5 ,43 ,38 
spring_boot,Rework maven parent starter POM,philwebb,"Jul 10, 2013",5 ,368 ,171 
spring_boot,Rename starter parent,dsyer,"Jul 11, 2013",2 ,11 ,2 
spring_boot,[bs-167] Fixed YamlProcessor to not create a key for an array,dsyer,"Jul 11, 2013",6 ,93 ,21 
spring_boot,[bs-168] Support convenient binding of,dsyer,"Jul 11, 2013",13 ,483 ,148 
spring_boot,Tied up loose end for spring profile binding in YAML,dsyer,"Jul 11, 2013",6 ,120 ,42 
spring_boot,Use parent pom with scope=import to define dependency management.,dsyer,"Jul 11, 2013",1 ,5 ,98 
spring_boot,[bs-178] Use OpenEntityManagerInView by default in webapp with JPA,dsyer,"Jul 11, 2013",5 ,115 ,30 
spring_boot,Polish,philwebb,"Jul 11, 2013",11 ,166 ,78 
spring_boot,Fix accidentally broken test,philwebb,"Jul 11, 2013",1 ,9 ,10 
spring_boot,Log useful information on startup,philwebb,"Jul 12, 2013",5 ,256 ,2 
spring_boot,Generate default manifest for all projects,philwebb,"Jul 12, 2013",2 ,8 ,8 
spring_boot,Associate manifest information with packages,philwebb,"Jul 12, 2013",2 ,89 ,2 
spring_boot,Add simple Java Util Logging formatter,philwebb,"Jul 12, 2013",2 ,67 ,1 
spring_boot,Fixed URL for installer and code formatting.,scottfrederick,"Jul 12, 2013",1 ,7 ,7 
spring_boot,Merge pull request,dsyer,"Jul 12, 2013",1 ,7 ,7 
spring_boot,Update CLI SLF4J version,philwebb,"Jul 12, 2013",1 ,4 ,4 
spring_boot,Use logback as default logging implementation,philwebb,"Jul 12, 2013",6 ,55 ,15 
spring_boot,Add simple ANSI encoder and colorize the banner,philwebb,"Jul 12, 2013",5 ,254 ,10 
spring_boot,Use starter for CLI apps,philwebb,"Jul 13, 2013",1 ,1 ,14 
spring_boot,Add SpringApplicationInitializer strategy,philwebb,"Jul 13, 2013",2 ,42 ,0 
spring_boot,Create LoggingSystem class to configure logging,philwebb,"Jul 13, 2013",9 ,267 ,166 
spring_boot,Polish ANSI code,philwebb,"Jul 13, 2013",2 ,4 ,4 
spring_boot,Support color log output,philwebb,"Jul 14, 2013",21 ,391 ,28 
spring_boot,Protect against multiple define package calls,philwebb,"Jul 14, 2013",1 ,7 ,1 
spring_boot,Tweak starter poms,philwebb,"Jul 14, 2013",3 ,19 ,11 
spring_boot,Unify log format of default JDK logger with other systems,dsyer,"Jul 14, 2013",3 ,45 ,12 
spring_boot,Do not using static finals for PID and format,philwebb,"Jul 14, 2013",1 ,7 ,6 
spring_boot,Start to breakup README.md documentation,philwebb,"Jul 15, 2013",8 ,200 ,126 
spring_boot,[bs-170] Out of the box support for thymeleaf security dialect,dsyer,"Jul 15, 2013",5 ,53 ,7 
spring_boot,Add option in @OnBeanCondition to *only* look in parent,dsyer,"Jul 15, 2013",7 ,33 ,22 
spring_boot,Remember to add interceptor to registry,dsyer,"Jul 15, 2013",1 ,22 ,13 
spring_boot,Speed up CLI tests if jar is cached locally,dsyer,"Jul 16, 2013",5 ,57 ,4 
spring_boot,[bs-175] Generic dispatcher features for SpringApplication,dsyer,"Jul 16, 2013",21 ,531 ,414 
spring_boot,"[bs-232] Use ""jar"" packaging instead of custom ""executable-jar""",dsyer,"Jul 16, 2013",29 ,232 ,292 
spring_boot,[bs-153] Don't expose classes as resource,dsyer,"Jul 16, 2013",6 ,7 ,11 
spring_boot,Add dist mgt to starter parent,dsyer,"Jul 16, 2013",1 ,17 ,0 
spring_boot,Extract CLI parsing from config file initializer,philwebb,"Jul 17, 2013",6 ,170 ,180 
spring_boot,Polish maven plugin,philwebb,"Jul 17, 2013",2 ,19 ,11 
spring_boot,[Fixes #53388895] [bs-233] Remove structure 101 files,dsyer,"Jul 17, 2013",1 ,0 ,236 
spring_boot,[bs-229] Switch to logback in starter POM,dsyer,"Jul 17, 2013",1 ,8 ,2 
spring_boot,Thymeleaf dialects now handled as,dsyer,"Jul 17, 2013",7 ,75 ,33 
spring_boot,Use enum for parent context modes in @ConditionalOnBean,dsyer,"Jul 17, 2013",7 ,59 ,21 
